outfpr,outffl,outfnm,outfdo
"VB01_Upt3D","dS1VB01upy",   5,"x"
"VB01_Upt3D","dS2VB01upy",   6,"x"
"VBGrowth02","dVB02     ",   1,"x"
"VBMort02  ","dMrtC1VB02",   1,"x"
"VBMort02  ","dMrtC3VB02",   2,"x"
"VBMort02  ","dMrtC4VB02",   3,"x"
"VBMort02  ","dMrtC2VB02",   4,"x"
"VBMort02  ","dMrtC5VB02",   5,"x"
"VB02_Mrt3W","dMC2VB02P1",   1,"x"
"VB02_Mrt3W","dMC2VB02P2",   2,"x"
"VB02_Mrt3W","dMC2VB02P3",   3,"x"
"VB02_Mrt3W","dMN2VB02P1",   4,"x"
"VB02_Mrt3W","dMN2VB02P2",   5,"x"
"VB02_Mrt3W","dMN2VB02P3",   6,"x"
"VB02_Mrt3W","dMP2VB02P1",   7,"x"
"VB02_Mrt3W","dMP2VB02P2",   8,"x"
"VB02_Mrt3W","dMP2VB02P3",   9,"x"
"VB02_Mrt3W","dMS2VB02P1",  10,"x"
"VB02_Mrt3W","dMS2VB02P2",  11,"x"
"VB02_Mrt3W","dMS2VB02P3",  12,"x"
"VB02_Mrt3W","dMC1VB02P5",  13,"x"
"VB02_Mrt3W","dMC3VB02P5",  14,"x"
"VB02_Mrt3W","dMN1VB02P5",  15,"x"
"VB02_Mrt3W","dMN3VB02P5",  16,"x"
"VB02_Mrt3W","dMP1VB02P5",  17,"x"
"VB02_Mrt3W","dMP3VB02P5",  18,"x"
"VB02_Mrt3W","dMS1VB02P5",  19,"x"
"VB02_Mrt3W","dMS3VB02P5",  20,"x"
"VB02_Mrt3S","dMC5VB02P1",   1,"x"
"VB02_Mrt3S","dMC5VB02P2",   2,"x"
"VB02_Mrt3S","dMC5VB02P3",   3,"x"
"VB02_Mrt3S","dMN5VB02P1",   4,"x"
"VB02_Mrt3S","dMN5VB02P2",   5,"x"
"VB02_Mrt3S","dMN5VB02P3",   6,"x"
"VB02_Mrt3S","dMP5VB02P1",   7,"x"
"VB02_Mrt3S","dMP5VB02P2",   8,"x"
"VB02_Mrt3S","dMP5VB02P3",   9,"x"
"VB02_Mrt3S","dMS5VB02P1",  10,"x"
"VB02_Mrt3S","dMS5VB02P2",  11,"x"
"VB02_Mrt3S","dMS5VB02P3",  12,"x"
"VB02_Mrt3S","dMC4VB02P5",  13,"x"
"VB02_Mrt3S","dMN4VB02P5",  14,"x"
"VB02_Mrt3S","dMP4VB02P5",  15,"x"
"VB02_Mrt3S","dMS4VB02P5",  16,"x"
"VB02_Upt3D","dN1VB02upy",   1,"x"
"VB02_Upt3D","dN2VB02upy",   2,"x"
"VB02_Upt3D","dP1VB02upy",   3,"x"
"VB02_Upt3D","dP2VB02upy",   4,"x"
"VB02_Upt3D","dS1VB02upy",   5,"x"
"VB02_Upt3D","dS2VB02upy",   6,"x"
"VBGrowth03","dVB03     ",   1,"x"
"VBMort03  ","dMrtC1VB03",   1,"x"
"VBMort03  ","dMrtC3VB03",   2,"x"
"VBMort03  ","dMrtC4VB03",   3,"x"
"VBMort03  ","dMrtC2VB03",   4,"x"
"VBMort03  ","dMrtC5VB03",   5,"x"
"VB03_Mrt3W","dMC2VB03P1",   1,"x"
"VB03_Mrt3W","dMC2VB03P2",   2,"x"
"VB03_Mrt3W","dMC2VB03P3",   3,"x"
"VB03_Mrt3W","dMN2VB03P1",   4,"x"
"VB03_Mrt3W","dMN2VB03P2",   5,"x"
"VB03_Mrt3W","dMN2VB03P3",   6,"x"
"VB03_Mrt3W","dMP2VB03P1",   7,"x"
"VB03_Mrt3W","dMP2VB03P2",   8,"x"
"VB03_Mrt3W","dMP2VB03P3",   9,"x"
"VB03_Mrt3W","dMS2VB03P1",  10,"x"
"VB03_Mrt3W","dMS2VB03P2",  11,"x"
"VB03_Mrt3W","dMS2VB03P3",  12,"x"
"VB03_Mrt3W","dMC1VB03P5",  13,"x"
"VB03_Mrt3W","dMC3VB03P5",  14,"x"
"VB03_Mrt3W","dMN1VB03P5",  15,"x"
"VB03_Mrt3W","dMN3VB03P5",  16,"x"
"VB03_Mrt3W","dMP1VB03P5",  17,"x"
"VB03_Mrt3W","dMP3VB03P5",  18,"x"
"VB03_Mrt3W","dMS1VB03P5",  19,"x"
"VB03_Mrt3W","dMS3VB03P5",  20,"x"
"VB03_Mrt3S","dMC5VB03P1",   1,"x"
"VB03_Mrt3S","dMC5VB03P2",   2,"x"
"VB03_Mrt3S","dMC5VB03P3",   3,"x"
"VB03_Mrt3S","dMN5VB03P1",   4,"x"
"VB03_Mrt3S","dMN5VB03P2",   5,"x"
"VB03_Mrt3S","dMN5VB03P3",   6,"x"
"VB03_Mrt3S","dMP5VB03P1",   7,"x"
"VB03_Mrt3S","dMP5VB03P2",   8,"x"
"VB03_Mrt3S","dMP5VB03P3",   9,"x"
"VB03_Mrt3S","dMS5VB03P1",  10,"x"
"VB03_Mrt3S","dMS5VB03P2",  11,"x"
"VB03_Mrt3S","dMS5VB03P3",  12,"x"
"VB03_Mrt3S","dMC4VB03P5",  13,"x"
"VB03_Mrt3S","dMN4VB03P5",  14,"x"
"VB03_Mrt3S","dMP4VB03P5",  15,"x"
"VB03_Mrt3S","dMS4VB03P5",  16,"x"
"VB03_Upt3D","dN1VB03upy",   1,"x"
"VB03_Upt3D","dN2VB03upy",   2,"x"
"VB03_Upt3D","dP1VB03upy",   3,"x"
"VB03_Upt3D","dP2VB03upy",   4,"x"
"VB03_Upt3D","dS1VB03upy",   5,"x"
"VB03_Upt3D","dS2VB03upy",   6,"x"
"VBGrowth04","dVB04     ",   1,"x"
"VBMort04  ","dMrtC1VB04",   1,"x"
"VBMort04  ","dMrtC3VB04",   2,"x"
"VBMort04  ","dMrtC4VB04",   3,"x"
"VBMort04  ","dMrtC2VB04",   4,"x"
"VBMort04  ","dMrtC5VB04",   5,"x"
"VB04_Mrt3W","dMC2VB04P1",   1,"x"
"VB04_Mrt3W","dMC2VB04P2",   2,"x"
"VB04_Mrt3W","dMC2VB04P3",   3,"x"
"VB04_Mrt3W","dMN2VB04P1",   4,"x"
"VB04_Mrt3W","dMN2VB04P2",   5,"x"
"VB04_Mrt3W","dMN2VB04P3",   6,"x"
"VB04_Mrt3W","dMP2VB04P1",   7,"x"
"VB04_Mrt3W","dMP2VB04P2",   8,"x"
"VB04_Mrt3W","dMP2VB04P3",   9,"x"
"VB04_Mrt3W","dMS2VB04P1",  10,"x"
"VB04_Mrt3W","dMS2VB04P2",  11,"x"
"VB04_Mrt3W","dMS2VB04P3",  12,"x"
"VB04_Mrt3W","dMC1VB04P5",  13,"x"
"VB04_Mrt3W","dMC3VB04P5",  14,"x"
"VB04_Mrt3W","dMN1VB04P5",  15,"x"
"VB04_Mrt3W","dMN3VB04P5",  16,"x"
"VB04_Mrt3W","dMP1VB04P5",  17,"x"
"VB04_Mrt3W","dMP3VB04P5",  18,"x"
"VB04_Mrt3W","dMS1VB04P5",  19,"x"
"VB04_Mrt3W","dMS3VB04P5",  20,"x"
"VB04_Mrt3S","dMC5VB04P1",   1,"x"
"VB04_Mrt3S","dMC5VB04P2",   2,"x"
"VB04_Mrt3S","dMC5VB04P3",   3,"x"
"VB04_Mrt3S","dMN5VB04P1",   4,"x"
"VB04_Mrt3S","dMN5VB04P2",   5,"x"
"VB04_Mrt3S","dMN5VB04P3",   6,"x"
"VB04_Mrt3S","dMP5VB04P1",   7,"x"
"VB04_Mrt3S","dMP5VB04P2",   8,"x"
"VB04_Mrt3S","dMP5VB04P3",   9,"x"
"VB04_Mrt3S","dMS5VB04P1",  10,"x"
"VB04_Mrt3S","dMS5VB04P2",  11,"x"
"VB04_Mrt3S","dMS5VB04P3",  12,"x"
"VB04_Mrt3S","dMC4VB04P5",  13,"x"
"VB04_Mrt3S","dMN4VB04P5",  14,"x"
"VB04_Mrt3S","dMP4VB04P5",  15,"x"
"VB04_Mrt3S","dMS4VB04P5",  16,"x"
"VB04_Upt3D","dN1VB04upy",   1,"x"
"VB04_Upt3D","dN2VB04upy",   2,"x"
"VB04_Upt3D","dP1VB04upy",   3,"x"
"VB04_Upt3D","dP2VB04upy",   4,"x"
"VB04_Upt3D","dS1VB04upy",   5,"x"
"VB04_Upt3D","dS2VB04upy",   6,"x"
"VBGrowth05","dVB05     ",   1,"x"
"VBMort05  ","dMrtC1VB05",   1,"x"
"VBMort05  ","dMrtC3VB05",   2,"x"
"VBMort05  ","dMrtC4VB05",   3,"x"
"VBMort05  ","dMrtC2VB05",   4,"x"
"VBMort05  ","dMrtC5VB05",   5,"x"
"VB05_Mrt3W","dMC2VB05P1",   1,"x"
"VB05_Mrt3W","dMC2VB05P2",   2,"x"
"VB05_Mrt3W","dMC2VB05P3",   3,"x"
"VB05_Mrt3W","dMN2VB05P1",   4,"x"
"VB05_Mrt3W","dMN2VB05P2",   5,"x"
"VB05_Mrt3W","dMN2VB05P3",   6,"x"
"VB05_Mrt3W","dMP2VB05P1",   7,"x"
"VB05_Mrt3W","dMP2VB05P2",   8,"x"
"VB05_Mrt3W","dMP2VB05P3",   9,"x"
"VB05_Mrt3W","dMS2VB05P1",  10,"x"
"VB05_Mrt3W","dMS2VB05P2",  11,"x"
"VB05_Mrt3W","dMS2VB05P3",  12,"x"
"VB05_Mrt3W","dMC1VB05P5",  13,"x"
"VB05_Mrt3W","dMC3VB05P5",  14,"x"
"VB05_Mrt3W","dMN1VB05P5",  15,"x"
"VB05_Mrt3W","dMN3VB05P5",  16,"x"
"VB05_Mrt3W","dMP1VB05P5",  17,"x"
"VB05_Mrt3W","dMP3VB05P5",  18,"x"
"VB05_Mrt3W","dMS1VB05P5",  19,"x"
"VB05_Mrt3W","dMS3VB05P5",  20,"x"
"VB05_Mrt3S","dMC5VB05P1",   1,"x"
"VB05_Mrt3S","dMC5VB05P2",   2,"x"
"VB05_Mrt3S","dMC5VB05P3",   3,"x"
"VB05_Mrt3S","dMN5VB05P1",   4,"x"
"VB05_Mrt3S","dMN5VB05P2",   5,"x"
"VB05_Mrt3S","dMN5VB05P3",   6,"x"
"VB05_Mrt3S","dMP5VB05P1",   7,"x"
"VB05_Mrt3S","dMP5VB05P2",   8,"x"
"VB05_Mrt3S","dMP5VB05P3",   9,"x"
"VB05_Mrt3S","dMS5VB05P1",  10,"x"
"VB05_Mrt3S","dMS5VB05P2",  11,"x"
"VB05_Mrt3S","dMS5VB05P3",  12,"x"
"VB05_Mrt3S","dMC4VB05P5",  13,"x"
"VB05_Mrt3S","dMN4VB05P5",  14,"x"
"VB05_Mrt3S","dMP4VB05P5",  15,"x"
"VB05_Mrt3S","dMS4VB05P5",  16,"x"
"VB05_Upt3D","dN1VB05upy",   1,"x"
"VB05_Upt3D","dN2VB05upy",   2,"x"
"VB05_Upt3D","dP1VB05upy",   3,"x"
"VB05_Upt3D","dP2VB05upy",   4,"x"
"VB05_Upt3D","dS1VB05upy",   5,"x"
"VB05_Upt3D","dS2VB05upy",   6,"x"
"VBGrowth06","dVB06     ",   1,"x"
"VBMort06  ","dMrtC1VB06",   1,"x"
"VBMort06  ","dMrtC3VB06",   2,"x"
"VBMort06  ","dMrtC4VB06",   3,"x"
"VBMort06  ","dMrtC2VB06",   4,"x"
"VBMort06  ","dMrtC5VB06",   5,"x"
"VB06_Mrt3W","dMC2VB06P1",   1,"x"
"VB06_Mrt3W","dMC2VB06P2",   2,"x"
"VB06_Mrt3W","dMC2VB06P3",   3,"x"
"VB06_Mrt3W","dMN2VB06P1",   4,"x"
"VB06_Mrt3W","dMN2VB06P2",   5,"x"
"VB06_Mrt3W","dMN2VB06P3",   6,"x"
"VB06_Mrt3W","dMP2VB06P1",   7,"x"
"VB06_Mrt3W","dMP2VB06P2",   8,"x"
"VB06_Mrt3W","dMP2VB06P3",   9,"x"
"VB06_Mrt3W","dMS2VB06P1",  10,"x"
"VB06_Mrt3W","dMS2VB06P2",  11,"x"
"VB06_Mrt3W","dMS2VB06P3",  12,"x"
"VB06_Mrt3W","dMC1VB06P5",  13,"x"
"VB06_Mrt3W","dMC3VB06P5",  14,"x"
"VB06_Mrt3W","dMN1VB06P5",  15,"x"
"VB06_Mrt3W","dMN3VB06P5",  16,"x"
"VB06_Mrt3W","dMP1VB06P5",  17,"x"
"VB06_Mrt3W","dMP3VB06P5",  18,"x"
"VB06_Mrt3W","dMS1VB06P5",  19,"x"
"VB06_Mrt3W","dMS3VB06P5",  20,"x"
"VB06_Mrt3S","dMC5VB06P1",   1,"x"
"VB06_Mrt3S","dMC5VB06P2",   2,"x"
"VB06_Mrt3S","dMC5VB06P3",   3,"x"
"VB06_Mrt3S","dMN5VB06P1",   4,"x"
"VB06_Mrt3S","dMN5VB06P2",   5,"x"
"VB06_Mrt3S","dMN5VB06P3",   6,"x"
"VB06_Mrt3S","dMP5VB06P1",   7,"x"
"VB06_Mrt3S","dMP5VB06P2",   8,"x"
"VB06_Mrt3S","dMP5VB06P3",   9,"x"
"VB06_Mrt3S","dMS5VB06P1",  10,"x"
"VB06_Mrt3S","dMS5VB06P2",  11,"x"
"VB06_Mrt3S","dMS5VB06P3",  12,"x"
"VB06_Mrt3S","dMC4VB06P5",  13,"x"
"VB06_Mrt3S","dMN4VB06P5",  14,"x"
"VB06_Mrt3S","dMP4VB06P5",  15,"x"
"VB06_Mrt3S","dMS4VB06P5",  16,"x"
"VB06_Upt3D","dN1VB06upy",   1,"x"
"VB06_Upt3D","dN2VB06upy",   2,"x"
"VB06_Upt3D","dP1VB06upy",   3,"x"
"VB06_Upt3D","dP2VB06upy",   4,"x"
"VB06_Upt3D","dS1VB06upy",   5,"x"
"VB06_Upt3D","dS2VB06upy",   6,"x"
"VBGrowth07","dVB07     ",   1,"x"
"VBMort07  ","dMrtC1VB07",   1,"x"
"VBMort07  ","dMrtC3VB07",   2,"x"
"VBMort07  ","dMrtC4VB07",   3,"x"
"VBMort07  ","dMrtC2VB07",   4,"x"
"VBMort07  ","dMrtC5VB07",   5,"x"
"VB07_Mrt3W","dMC2VB07P1",   1,"x"
"VB07_Mrt3W","dMC2VB07P2",   2,"x"
"VB07_Mrt3W","dMC2VB07P3",   3,"x"
"VB07_Mrt3W","dMN2VB07P1",   4,"x"
"VB07_Mrt3W","dMN2VB07P2",   5,"x"
"VB07_Mrt3W","dMN2VB07P3",   6,"x"
"VB07_Mrt3W","dMP2VB07P1",   7,"x"
"VB07_Mrt3W","dMP2VB07P2",   8,"x"
"VB07_Mrt3W","dMP2VB07P3",   9,"x"
"VB07_Mrt3W","dMS2VB07P1",  10,"x"
"VB07_Mrt3W","dMS2VB07P2",  11,"x"
"VB07_Mrt3W","dMS2VB07P3",  12,"x"
"VB07_Mrt3W","dMC1VB07P5",  13,"x"
"VB07_Mrt3W","dMC3VB07P5",  14,"x"
"VB07_Mrt3W","dMN1VB07P5",  15,"x"
"VB07_Mrt3W","dMN3VB07P5",  16,"x"
"VB07_Mrt3W","dMP1VB07P5",  17,"x"
"VB07_Mrt3W","dMP3VB07P5",  18,"x"
"VB07_Mrt3W","dMS1VB07P5",  19,"x"
"VB07_Mrt3W","dMS3VB07P5",  20,"x"
"VB07_Mrt3S","dMC5VB07P1",   1,"x"
"VB07_Mrt3S","dMC5VB07P2",   2,"x"
"VB07_Mrt3S","dMC5VB07P3",   3,"x"
"VB07_Mrt3S","dMN5VB07P1",   4,"x"
"VB07_Mrt3S","dMN5VB07P2",   5,"x"
"VB07_Mrt3S","dMN5VB07P3",   6,"x"
"VB07_Mrt3S","dMP5VB07P1",   7,"x"
"VB07_Mrt3S","dMP5VB07P2",   8,"x"
"VB07_Mrt3S","dMP5VB07P3",   9,"x"
"VB07_Mrt3S","dMS5VB07P1",  10,"x"
"VB07_Mrt3S","dMS5VB07P2",  11,"x"
"VB07_Mrt3S","dMS5VB07P3",  12,"x"
"VB07_Mrt3S","dMC4VB07P5",  13,"x"
"VB07_Mrt3S","dMN4VB07P5",  14,"x"
"VB07_Mrt3S","dMP4VB07P5",  15,"x"
"VB07_Mrt3S","dMS4VB07P5",  16,"x"
"VB07_Upt3D","dN1VB07upy",   1,"x"
"VB07_Upt3D","dN2VB07upy",   2,"x"
"VB07_Upt3D","dP1VB07upy",   3,"x"
"VB07_Upt3D","dP2VB07upy",   4,"x"
"VB07_Upt3D","dS1VB07upy",   5,"x"
"VB07_Upt3D","dS2VB07upy",   6,"x"
"VBGrowth08","dVB08     ",   1,"x"
"VBMort08  ","dMrtC1VB08",   1,"x"
"VBMort08  ","dMrtC3VB08",   2,"x"
"VBMort08  ","dMrtC4VB08",   3,"x"
"VBMort08  ","dMrtC2VB08",   4,"x"
"VBMort08  ","dMrtC5VB08",   5,"x"
"VB08_Mrt3W","dMC2VB08P1",   1,"x"
"VB08_Mrt3W","dMC2VB08P2",   2,"x"
"VB08_Mrt3W","dMC2VB08P3",   3,"x"
"VB08_Mrt3W","dMN2VB08P1",   4,"x"
"VB08_Mrt3W","dMN2VB08P2",   5,"x"
"VB08_Mrt3W","dMN2VB08P3",   6,"x"
"VB08_Mrt3W","dMP2VB08P1",   7,"x"
"VB08_Mrt3W","dMP2VB08P2",   8,"x"
"VB08_Mrt3W","dMP2VB08P3",   9,"x"
"VB08_Mrt3W","dMS2VB08P1",  10,"x"
"VB08_Mrt3W","dMS2VB08P2",  11,"x"
"VB08_Mrt3W","dMS2VB08P3",  12,"x"
"VB08_Mrt3W","dMC1VB08P5",  13,"x"
"VB08_Mrt3W","dMC3VB08P5",  14,"x"
"VB08_Mrt3W","dMN1VB08P5",  15,"x"
"VB08_Mrt3W","dMN3VB08P5",  16,"x"
"VB08_Mrt3W","dMP1VB08P5",  17,"x"
"VB08_Mrt3W","dMP3VB08P5",  18,"x"
"VB08_Mrt3W","dMS1VB08P5",  19,"x"
"VB08_Mrt3W","dMS3VB08P5",  20,"x"
"VB08_Mrt3S","dMC5VB08P1",   1,"x"
"VB08_Mrt3S","dMC5VB08P2",   2,"x"
"VB08_Mrt3S","dMC5VB08P3",   3,"x"
"VB08_Mrt3S","dMN5VB08P1",   4,"x"
"VB08_Mrt3S","dMN5VB08P2",   5,"x"
"VB08_Mrt3S","dMN5VB08P3",   6,"x"
"VB08_Mrt3S","dMP5VB08P1",   7,"x"
"VB08_Mrt3S","dMP5VB08P2",   8,"x"
"VB08_Mrt3S","dMP5VB08P3",   9,"x"
"VB08_Mrt3S","dMS5VB08P1",  10,"x"
"VB08_Mrt3S","dMS5VB08P2",  11,"x"
"VB08_Mrt3S","dMS5VB08P3",  12,"x"
"VB08_Mrt3S","dMC4VB08P5",  13,"x"
"VB08_Mrt3S","dMN4VB08P5",  14,"x"
"VB08_Mrt3S","dMP4VB08P5",  15,"x"
"VB08_Mrt3S","dMS4VB08P5",  16,"x"
"VB08_Upt3D","dN1VB08upy",   1,"x"
"VB08_Upt3D","dN2VB08upy",   2,"x"
"VB08_Upt3D","dP1VB08upy",   3,"x"
"VB08_Upt3D","dP2VB08upy",   4,"x"
"VB08_Upt3D","dS1VB08upy",   5,"x"
"VB08_Upt3D","dS2VB08upy",   6,"x"
"VBGrowth09","dVB09     ",   1,"x"
"VBMort09  ","dMrtC1VB09",   1,"x"
"VBMort09  ","dMrtC3VB09",   2,"x"
"VBMort09  ","dMrtC4VB09",   3,"x"
"VBMort09  ","dMrtC2VB09",   4,"x"
"VBMort09  ","dMrtC5VB09",   5,"x"
"VB09_Mrt3W","dMC2VB09P1",   1,"x"
"VB09_Mrt3W","dMC2VB09P2",   2,"x"
"VB09_Mrt3W","dMC2VB09P3",   3,"x"
"VB09_Mrt3W","dMN2VB09P1",   4,"x"
"VB09_Mrt3W","dMN2VB09P2",   5,"x"
"VB09_Mrt3W","dMN2VB09P3",   6,"x"
"VB09_Mrt3W","dMP2VB09P1",   7,"x"
"VB09_Mrt3W","dMP2VB09P2",   8,"x"
"VB09_Mrt3W","dMP2VB09P3",   9,"x"
"VB09_Mrt3W","dMS2VB09P1",  10,"x"
"VB09_Mrt3W","dMS2VB09P2",  11,"x"
"VB09_Mrt3W","dMS2VB09P3",  12,"x"
"VB09_Mrt3W","dMC1VB09P5",  13,"x"
"VB09_Mrt3W","dMC3VB09P5",  14,"x"
"VB09_Mrt3W","dMN1VB09P5",  15,"x"
"VB09_Mrt3W","dMN3VB09P5",  16,"x"
"VB09_Mrt3W","dMP1VB09P5",  17,"x"
"VB09_Mrt3W","dMP3VB09P5",  18,"x"
"VB09_Mrt3W","dMS1VB09P5",  19,"x"
"VB09_Mrt3W","dMS3VB09P5",  20,"x"
"VB09_Mrt3S","dMC5VB09P1",   1,"x"
"VB09_Mrt3S","dMC5VB09P2",   2,"x"
"VB09_Mrt3S","dMC5VB09P3",   3,"x"
"VB09_Mrt3S","dMN5VB09P1",   4,"x"
"VB09_Mrt3S","dMN5VB09P2",   5,"x"
"VB09_Mrt3S","dMN5VB09P3",   6,"x"
"VB09_Mrt3S","dMP5VB09P1",   7,"x"
"VB09_Mrt3S","dMP5VB09P2",   8,"x"
"VB09_Mrt3S","dMP5VB09P3",   9,"x"
"VB09_Mrt3S","dMS5VB09P1",  10,"x"
"VB09_Mrt3S","dMS5VB09P2",  11,"x"
"VB09_Mrt3S","dMS5VB09P3",  12,"x"
"VB09_Mrt3S","dMC4VB09P5",  13,"x"
"VB09_Mrt3S","dMN4VB09P5",  14,"x"
"VB09_Mrt3S","dMP4VB09P5",  15,"x"
"VB09_Mrt3S","dMS4VB09P5",  16,"x"
"VB09_Upt3D","dN1VB09upy",   1,"x"
"VB09_Upt3D","dN2VB09upy",   2,"x"
"VB09_Upt3D","dP1VB09upy",   3,"x"
"VB09_Upt3D","dP2VB09upy",   4,"x"
"VB09_Upt3D","dS1VB09upy",   5,"x"
"VB09_Upt3D","dS2VB09upy",   6,"x"
"MacroPhyt1","dGrowEM01 ",   1,"x"
"MacroPhyt1","dGrowSM01 ",   2,"x"
"MacroPhyt1","dDecayEM01",   3,"x"
"MacroPhyt1","dDecaySM01",   4,"x"
"MacroPhyt1","dCtEMtRH01",   5,"x"
"MacroPhyt1","dCtSMtRH01",   6,"x"
"MacroPhyt1","dCtRHtEM01",   7,"x"
"MacroPhyt1","dCtRHtSM01",   8,"x"
"MacroPhyt1","dNtEMtRH01",   9,"x"
"MacroPhyt1","dNtSMtRH01",  10,"x"
"MacroPhyt1","dNtRHtEM01",  11,"x"
"MacroPhyt1","dNtRHtSM01",  12,"x"
"MacroPhyt1","dPtEMtRH01",  13,"x"
"MacroPhyt1","dPtSMtRH01",  14,"x"
"MacroPhyt1","dPtRHtEM01",  15,"x"
"MacroPhyt1","dPtRHtSM01",  16,"x"
"MacroPhyt1","dNH4upEM01",  17,"x"
"MacroPhyt1","dNO3upEM01",  18,"x"
"MacroPhyt1","dPO4upEM01",  19,"x"
"MacroPhyt1","dNupSM01  ",  20,"x"
"MacroPhyt1","dPupSM01  ",  21,"x"
"MacroPhyt1","dPrPOC1M01",  22,"x"
"MacroPhyt1","dPrPOC2M01",  23,"x"
"MacroPhyt1","dPrPOC3M01",  24,"x"
"MacroPhyt1","dPrPON1M01",  25,"x"
"MacroPhyt1","dPrPON2M01",  26,"x"
"MacroPhyt1","dPrPON3M01",  27,"x"
"MacroPhyt1","dPrPOP1M01",  28,"x"
"MacroPhyt1","dPrPOP2M01",  29,"x"
"MacroPhyt1","dPrPOP3M01",  30,"x"
"MacroPhyt1","dSM01OXY  ",  31,"x"
"MacroPhyt1","dSM01CO2  ",  32,"x"
"SM01_Upt3D","dNH4upSM01",   1,"x"
"SM01_Upt3D","dNO3upSM01",   2,"x"
"SM01_Upt3D","dPO4upSM01",   3,"x"
"SM01_Upt3D","dCO2upSM01",   4,"x"
"SM01_Upt3D","dOXYprSM01",   5,"x"
"MacroPhyt2","dGrowEM02 ",   1,"x"
"MacroPhyt2","dGrowSM02 ",   2,"x"
"MacroPhyt2","dDecayEM02",   3,"x"
"MacroPhyt2","dDecaySM02",   4,"x"
"MacroPhyt2","dCtEMtRH02",   5,"x"
"MacroPhyt2","dCtSMtRH02",   6,"x"
"MacroPhyt2","dCtRHtEM02",   7,"x"
"MacroPhyt2","dCtRHtSM02",   8,"x"
"MacroPhyt2","dNtEMtRH02",   9,"x"
"MacroPhyt2","dNtSMtRH02",  10,"x"
"MacroPhyt2","dNtRHtEM02",  11,"x"
"MacroPhyt2","dNtRHtSM02",  12,"x"
"MacroPhyt2","dPtEMtRH02",  13,"x"
"MacroPhyt2","dPtSMtRH02",  14,"x"
"MacroPhyt2","dPtRHtEM02",  15,"x"
"MacroPhyt2","dPtRHtSM02",  16,"x"
"MacroPhyt2","dNH4upEM02",  17,"x"
"MacroPhyt2","dNO3upEM02",  18,"x"
"MacroPhyt2","dPO4upEM02",  19,"x"
"MacroPhyt2","dNupSM02  ",  20,"x"
"MacroPhyt2","dPupSM02  ",  21,"x"
"MacroPhyt2","dPrPOC1M02",  22,"x"
"MacroPhyt2","dPrPOC2M02",  23,"x"
"MacroPhyt2","dPrPOC3M02",  24,"x"
"MacroPhyt2","dPrPON1M02",  25,"x"
"MacroPhyt2","dPrPON2M02",  26,"x"
"MacroPhyt2","dPrPON3M02",  27,"x"
"MacroPhyt2","dPrPOP1M02",  28,"x"
"MacroPhyt2","dPrPOP2M02",  29,"x"
"MacroPhyt2","dPrPOP3M02",  30,"x"
"MacroPhyt2","dSM02OXY  ",  31,"x"
"MacroPhyt2","dSM02CO2  ",  32,"x"
"SM02_Upt3D","dNH4upSM02",   1,"x"
"SM02_Upt3D","dNO3upSM02",   2,"x"
"SM02_Upt3D","dPO4upSM02",   3,"x"
"SM02_Upt3D","dCO2upSM02",   4,"x"
"SM02_Upt3D","dOXYprSM02",   5,"x"
"MacroPhyt3","dGrowEM03 ",   1,"x"
"MacroPhyt3","dGrowSM03 ",   2,"x"
"MacroPhyt3","dDecayEM03",   3,"x"
"MacroPhyt3","dDecaySM03",   4,"x"
"MacroPhyt3","dCtEMtRH03",   5,"x"
"MacroPhyt3","dCtSMtRH03",   6,"x"
"MacroPhyt3","dCtRHtEM03",   7,"x"
"MacroPhyt3","dCtRHtSM03",   8,"x"
"MacroPhyt3","dNtEMtRH03",   9,"x"
"MacroPhyt3","dNtSMtRH03",  10,"x"
"MacroPhyt3","dNtRHtEM03",  11,"x"
"MacroPhyt3","dNtRHtSM03",  12,"x"
"MacroPhyt3","dPtEMtRH03",  13,"x"
"MacroPhyt3","dPtSMtRH03",  14,"x"
"MacroPhyt3","dPtRHtEM03",  15,"x"
"MacroPhyt3","dPtRHtSM03",  16,"x"
"MacroPhyt3","dNH4upEM03",  17,"x"
"MacroPhyt3","dNO3upEM03",  18,"x"
"MacroPhyt3","dPO4upEM03",  19,"x"
"MacroPhyt3","dNupSM03  ",  20,"x"
"MacroPhyt3","dPupSM03  ",  21,"x"
"MacroPhyt3","dPrPOC1M03",  22,"x"
"MacroPhyt3","dPrPOC2M03",  23,"x"
"MacroPhyt3","dPrPOC3M03",  24,"x"
"MacroPhyt3","dPrPON1M03",  25,"x"
"MacroPhyt3","dPrPON2M03",  26,"x"
"MacroPhyt3","dPrPON3M03",  27,"x"
"MacroPhyt3","dPrPOP1M03",  28,"x"
"MacroPhyt3","dPrPOP2M03",  29,"x"
"MacroPhyt3","dPrPOP3M03",  30,"x"
"MacroPhyt3","dSM03OXY  ",  31,"x"
"MacroPhyt3","dSM03CO2  ",  32,"x"
"SM03_Upt3D","dNH4upSM03",   1,"x"
"SM03_Upt3D","dNO3upSM03",   2,"x"
"SM03_Upt3D","dPO4upSM03",   3,"x"
"SM03_Upt3D","dCO2upSM03",   4,"x"
"SM03_Upt3D","dOXYprSM03",   5,"x"
"MacroPhyt4","dGrowEM04 ",   1,"x"
"MacroPhyt4","dGrowSM04 ",   2,"x"
"MacroPhyt4","dDecayEM04",   3,"x"
